Epoch ID,Epoch,Loss,MSE,Val Loss,Val MSE
1,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
1,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
1,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
1,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
1,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
1,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
1,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
1,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
1,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
1,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
1,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
1,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
1,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
1,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
1,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
1,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
1,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
1,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
1,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
1,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
2,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
2,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
2,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
2,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
2,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
2,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
2,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
2,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
2,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
2,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
2,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
2,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
2,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
2,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
2,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
2,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
2,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
2,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
2,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
2,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
3,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
3,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
3,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
3,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
3,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
3,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
3,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
3,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
3,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
3,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
3,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
3,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
3,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
3,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
3,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
3,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
3,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
3,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
3,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
3,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
4,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
4,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
4,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
4,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
4,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
4,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
4,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
4,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
4,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
4,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
4,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
4,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
4,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
4,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
4,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
4,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
4,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
4,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
4,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
4,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
5,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
5,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
5,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
5,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
5,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
5,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
5,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
5,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
5,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
5,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
5,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
5,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
5,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
5,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
5,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
5,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
5,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
5,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
5,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
5,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
6,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
6,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
6,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
6,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
6,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
6,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
6,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
6,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
6,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
6,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
6,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
6,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
6,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
6,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
6,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
6,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
6,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
6,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
6,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
6,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
7,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
7,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
7,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
7,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
7,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
7,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
7,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
7,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
7,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
7,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
7,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
7,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
7,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
7,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
7,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
7,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
7,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
7,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
7,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
7,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
8,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
8,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
8,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
8,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
8,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
8,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
8,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
8,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
8,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
8,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
8,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
8,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
8,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
8,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
8,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
8,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
8,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
8,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
8,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
8,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
9,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
9,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
9,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
9,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
9,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
9,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
9,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
9,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
9,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
9,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
9,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
9,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
9,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
9,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
9,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
9,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
9,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
9,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
9,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
9,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
10,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
10,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
10,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
10,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
10,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
10,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
10,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
10,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
10,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
10,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
10,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
10,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
10,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
10,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
10,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
10,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
10,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
10,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
10,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
10,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
11,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
11,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
11,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
11,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
11,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
11,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
11,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
11,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
11,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
11,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
11,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
11,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
11,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
11,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
11,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
11,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
11,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
11,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
11,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
11,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
12,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
12,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
12,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
12,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
12,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
12,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
12,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
12,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
12,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
12,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
12,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
12,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
12,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
12,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
12,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
12,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
12,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
12,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
12,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
12,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
13,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
13,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
13,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
13,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
13,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
13,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
13,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
13,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
13,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
13,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
13,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
13,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
13,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
13,14,7.000394821166992,7.000394821166992,5.651947498321533,5.651947498321533
13,15,6.978270053863525,6.978270053863525,5.526496887207031,5.526496887207031
13,16,6.9707865715026855,6.9707865715026855,5.4763970375061035,5.4763970375061035
13,17,6.956652641296387,6.956652641296387,5.767186641693115,5.767186641693115
13,18,6.973818778991699,6.973818778991699,5.462141036987305,5.462141036987305
13,19,6.954556465148926,6.954556465148926,5.4128522872924805,5.4128522872924805
13,20,6.94080114364624,6.94080114364624,5.522172927856445,5.522172927856445
14,1,9.314094543457031,9.314094543457031,6.492830753326416,6.492830753326416
14,2,7.369625091552734,7.369625091552734,5.522128105163574,5.522128105163574
14,3,7.255672931671143,7.255672931671143,5.507665157318115,5.507665157318115
14,4,7.230881214141846,7.230881214141846,5.381180286407471,5.381180286407471
14,5,7.164614677429199,7.164614677429199,5.324569225311279,5.324569225311279
14,6,7.151195526123047,7.151195526123047,5.345971584320068,5.345971584320068
14,7,7.133757591247559,7.133757591247559,5.661006450653076,5.661006450653076
14,8,7.105624675750732,7.105624675750732,5.508617401123047,5.508617401123047
14,9,7.077939033508301,7.077939033508301,5.791707992553711,5.791707992553711
14,10,7.058866500854492,7.058866500854492,5.223202705383301,5.223202705383301
14,11,7.042121887207031,7.042121887207031,5.451653480529785,5.451653480529785
14,12,7.026562690734863,7.026562690734863,5.303226947784424,5.303226947784424
14,13,7.01828145980835,7.01828145980835,5.73849630355835,5.73849630355835
